I10-C-2023-07-26__2020-07-03__09-40-43(1).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-44(2).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-45(3).JPG	0	
I10-C-2023-07-26__2020-11-10__12-36-23(1).JPG	1	
I10-C-2023-07-26__2020-11-10__12-36-24(2).JPG	1	
I10-C-2023-07-26__2020-11-10__12-36-25(3).JPG	1	
I10-C-2023-07-26__2020-11-10__12-38-36(1).JPG	1	
I10-C-2023-07-26__2020-11-10__12-38-37(2).JPG	1	
I10-C-2023-07-26__2020-11-10__12-38-38(3).JPG	1	
I10-C-2023-07-26__2020-11-10__12-39-50(1).JPG	1	
I10-C-2023-07-26__2020-11-10__12-39-51(2).JPG	1	
I10-C-2023-07-26__2020-11-10__12-39-52(3).JPG	1	
I10-C-2023-07-26__2020-11-10__12-41-43(1).JPG	1	
I10-C-2023-07-26__2020-11-10__12-41-44(2).JPG	0	
I10-C-2023-07-26__2020-11-10__12-41-44(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-03-40(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-03-41(2).JPG	0	
I10-C-2023-07-26__2020-11-10__13-03-42(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-05-19(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-05-20(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-05-21(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-16-35(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-16-36(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-16-37(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-17-41(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-17-42(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-17-43(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-20-00(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-20-01(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-20-02(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-25-35(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-25-36(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-25-37(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-30-19(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-30-20(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-30-21(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-34-02(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-34-03(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-34-04(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-35-15(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-35-16(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-35-17(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-36-23(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-36-24(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-36-25(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-39-22(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-39-23(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-39-24(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-40-48(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-40-49(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-40-49(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-42-06(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-42-07(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-42-08(3).JPG	1	
I10-C-2023-07-26__2020-11-10__13-44-06(1).JPG	1	
I10-C-2023-07-26__2020-11-10__13-44-07(2).JPG	1	
I10-C-2023-07-26__2020-11-10__13-44-08(3).JPG	1	
I10-C-2023-07-26__2020-11-10__14-01-09(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-01-10(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-01-11(3).JPG	1	
I10-C-2023-07-26__2020-11-10__14-06-25(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-06-25(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-06-26(3).JPG	1	
I10-C-2023-07-26__2020-11-10__14-15-18(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-15-19(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-15-19(3).JPG	1	
I10-C-2023-07-26__2020-11-10__14-20-31(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-20-32(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-20-33(3).JPG	1	
I10-C-2023-07-26__2020-11-10__14-26-58(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-26-59(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-27-00(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-30-02(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-30-03(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-30-04(3).JPG	1	
I10-C-2023-07-26__2020-11-10__14-33-13(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-33-14(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-33-15(3).JPG	1	
I10-C-2023-07-26__2020-11-10__14-55-23(1).JPG	1	
I10-C-2023-07-26__2020-11-10__14-55-24(2).JPG	1	
I10-C-2023-07-26__2020-11-10__14-55-25(3).JPG	1	
I10-C-2023-07-26__2020-11-11__10-39-32(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-11__10-39-33(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__10-39-34(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__10-50-14(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__10-50-15(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__10-50-15(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__10-51-38(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-11__10-51-39(2).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-11__10-51-40(3).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-11__12-57-59(1).JPG	1	
I10-C-2023-07-26__2020-11-11__12-58-00(1).JPG	1	
I10-C-2023-07-26__2020-11-11__12-58-01(2).JPG	1	
I10-C-2023-07-26__2020-11-11__13-26-29(1).JPG	1	
I10-C-2023-07-26__2020-11-11__13-26-30(2).JPG	1	
I10-C-2023-07-26__2020-11-11__13-26-31(3).JPG	1	
I10-C-2023-07-26__2020-11-11__13-49-39(1).JPG	1	
I10-C-2023-07-26__2020-11-11__13-49-40(2).JPG	1	
I10-C-2023-07-26__2020-11-11__13-49-41(3).JPG	1	
I10-C-2023-07-26__2020-11-11__13-56-53(1).JPG	1	
I10-C-2023-07-26__2020-11-11__13-56-54(2).JPG	1	
I10-C-2023-07-26__2020-11-11__13-56-55(3).JPG	1	
I10-C-2023-07-26__2020-11-11__15-47-35(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-11__15-47-36(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__15-47-37(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__15-49-42(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__15-49-43(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-11__15-49-44(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-12__15-31-45(1).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-12__15-31-46(2).JPG	4: baboon	0	
I10-C-2023-07-26__2020-11-12__15-31-47(3).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-12__15-32-52(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-12__15-32-53(2).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-12__15-32-54(3).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-12__22-58-00(1).JPG	1: civet	0	
I10-C-2023-07-26__2020-11-12__22-58-01(2).JPG	0	
I10-C-2023-07-26__2020-11-12__22-58-02(3).JPG	1	
I10-C-2023-07-26__2020-11-13__05-19-50(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-13__05-19-51(2).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-13__05-19-51(3).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-13__05-20-46(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-13__05-20-47(2).JPG	1	
I10-C-2023-07-26__2020-11-13__05-20-48(3).JPG	1	
I10-C-2023-07-26__2020-11-13__05-21-48(1).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-13__05-21-49(2).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-13__05-21-50(3).JPG	3: baboon	0	
I10-C-2023-07-26__2020-11-13__05-22-48(1).JPG	1	
I10-C-2023-07-26__2020-11-13__05-22-49(2).JPG	7: baboon	0	
I10-C-2023-07-26__2020-11-13__05-22-50(3).JPG	7: baboon	0	
I10-C-2023-07-26__2020-11-13__05-23-49(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-11-13__05-23-50(2).JPG	1	
I10-C-2023-07-26__2020-11-13__05-23-51(3).JPG	1	
I10-C-2023-07-26__2020-11-13__23-10-00(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-11-13__23-10-01(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-11-13__23-10-02(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-11-13__23-11-00(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-11-13__23-11-01(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-11-13__23-11-02(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-11-14__00-28-43(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-11-14__00-28-44(2).JPG	1	
I10-C-2023-07-26__2020-11-14__00-28-45(3).JPG	1	
I10-C-2023-07-26__2020-11-15__09-32-05(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-15__09-32-06(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-15__09-32-06(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-11-15__13-12-10(1).JPG	1	
I10-C-2023-07-26__2020-11-15__13-12-11(2).JPG	1	
I10-C-2023-07-26__2020-11-15__13-12-12(3).JPG	1	
I10-C-2023-07-26__2020-11-17__11-19-54(1).JPG	1	
I10-C-2023-07-26__2020-11-17__11-19-55(2).JPG	1	
I10-C-2023-07-26__2020-11-17__11-19-56(3).JPG	1	
I10-C-2023-07-26__2020-11-17__12-00-53(1).JPG	1	
I10-C-2023-07-26__2020-11-17__12-00-54(2).JPG	1	
I10-C-2023-07-26__2020-11-17__12-00-55(3).JPG	1	
I10-C-2023-07-26__2020-11-17__12-27-23(1).JPG	1	
I10-C-2023-07-26__2020-11-17__12-27-24(2).JPG	1	
I10-C-2023-07-26__2020-11-17__12-27-25(3).JPG	1	
I10-C-2023-07-26__2020-11-17__12-51-33(1).JPG	1	
I10-C-2023-07-26__2020-11-17__12-51-34(2).JPG	1	
I10-C-2023-07-26__2020-11-17__12-51-35(3).JPG	1	
I10-C-2023-07-26__2020-11-17__12-53-56(1).JPG	1	
I10-C-2023-07-26__2020-11-17__12-53-57(2).JPG	1	
I10-C-2023-07-26__2020-11-17__12-53-58(3).JPG	1	
I10-C-2023-07-26__2020-11-17__12-58-36(1).JPG	1	
I10-C-2023-07-26__2020-11-17__12-58-37(2).JPG	1	
I10-C-2023-07-26__2020-11-17__12-58-38(3).JPG	1	
I10-C-2023-07-26__2020-11-17__13-06-58(1).JPG	1	
I10-C-2023-07-26__2020-11-17__13-06-58(2).JPG	1	
I10-C-2023-07-26__2020-11-17__13-06-59(3).JPG	1	
I10-C-2023-07-26__2020-11-17__13-34-25(1).JPG	1	
I10-C-2023-07-26__2020-11-17__13-34-26(2).JPG	1	
I10-C-2023-07-26__2020-11-17__13-34-27(3).JPG	1	
I10-C-2023-07-26__2020-11-17__13-44-16(1).JPG	1	
I10-C-2023-07-26__2020-11-17__13-44-17(2).JPG	1	
I10-C-2023-07-26__2020-11-17__13-44-18(3).JPG	1	
I10-C-2023-07-26__2020-11-17__13-49-30(1).JPG	1	
I10-C-2023-07-26__2020-11-17__13-49-31(2).JPG	1	
I10-C-2023-07-26__2020-11-17__13-49-32(3).JPG	1	
I10-C-2023-07-26__2020-11-18__02-03-31(1).JPG	1	
I10-C-2023-07-26__2020-11-18__02-03-32(2).JPG	1	
I10-C-2023-07-26__2020-11-18__02-03-33(3).JPG	1	
I10-C-2023-07-26__2020-11-18__10-32-22(1).JPG	1	
I10-C-2023-07-26__2020-11-18__10-32-23(2).JPG	1	
I10-C-2023-07-26__2020-11-18__10-32-24(3).JPG	1	
I10-C-2023-07-26__2020-11-18__12-39-39(1).JPG	1	
I10-C-2023-07-26__2020-11-18__12-39-40(2).JPG	1	
I10-C-2023-07-26__2020-11-18__12-39-41(3).JPG	1	
I10-C-2023-07-26__2020-11-18__12-57-07(1).JPG	1	
I10-C-2023-07-26__2020-11-18__12-57-08(2).JPG	1	
I10-C-2023-07-26__2020-11-18__12-57-09(3).JPG	1	
I10-C-2023-07-26__2020-11-18__13-50-35(1).JPG	1	
I10-C-2023-07-26__2020-11-18__13-50-36(2).JPG	1	
I10-C-2023-07-26__2020-11-18__13-50-37(3).JPG	1	
I10-C-2023-07-26__2020-11-18__14-09-37(1).JPG	1	
I10-C-2023-07-26__2020-11-18__14-09-38(2).JPG	1	
I10-C-2023-07-26__2020-11-18__14-09-39(3).JPG	1	
I10-C-2023-07-26__2020-11-19__14-21-29(1).JPG	1	
I10-C-2023-07-26__2020-11-19__14-21-30(2).JPG	1	
I10-C-2023-07-26__2020-11-19__14-21-31(3).JPG	1	
I10-C-2023-07-26__2020-11-19__14-34-01(1).JPG	1	
I10-C-2023-07-26__2020-11-19__14-34-02(2).JPG	1	
I10-C-2023-07-26__2020-11-19__14-34-03(3).JPG	1	
I10-C-2023-07-26__2020-11-19__14-38-47(1).JPG	1	
I10-C-2023-07-26__2020-11-19__14-38-48(2).JPG	1	
I10-C-2023-07-26__2020-11-19__14-38-49(3).JPG	1	
I10-C-2023-07-26__2020-11-19__14-45-17(1).JPG	1	
I10-C-2023-07-26__2020-11-19__14-45-18(2).JPG	1	
I10-C-2023-07-26__2020-11-19__14-45-19(3).JPG	1	
I10-C-2023-07-26__2020-11-20__11-18-51(1).JPG	1	
I10-C-2023-07-26__2020-11-20__11-18-52(2).JPG	1	
I10-C-2023-07-26__2020-11-20__11-18-52(3).JPG	1	
I10-C-2023-07-26__2020-11-20__11-33-38(1).JPG	1	
I10-C-2023-07-26__2020-11-20__11-33-39(2).JPG	1	
I10-C-2023-07-26__2020-11-20__11-33-40(3).JPG	1	
I10-C-2023-07-26__2020-11-20__12-46-50(1).JPG	1	
I10-C-2023-07-26__2020-11-20__12-46-51(2).JPG	1	
I10-C-2023-07-26__2020-11-20__12-46-52(3).JPG	1	
I10-C-2023-07-26__2020-11-20__12-48-36(1).JPG	1	
I10-C-2023-07-26__2020-11-20__12-48-37(2).JPG	1	
I10-C-2023-07-26__2020-11-20__12-48-38(3).JPG	1	
I10-C-2023-07-26__2020-11-20__13-25-09(1).JPG	1	
I10-C-2023-07-26__2020-11-20__13-25-10(2).JPG	1	
I10-C-2023-07-26__2020-11-20__13-25-11(3).JPG	1	
I10-C-2023-07-26__2020-11-20__13-39-48(1).JPG	1	
I10-C-2023-07-26__2020-11-20__13-39-49(2).JPG	1	
I10-C-2023-07-26__2020-11-20__13-39-50(3).JPG	1	
I10-C-2023-07-26__2020-11-20__14-00-58(1).JPG	1	
I10-C-2023-07-26__2020-11-20__14-00-59(2).JPG	1	
I10-C-2023-07-26__2020-11-20__14-01-00(1).JPG	1	
I10-C-2023-07-26__2020-11-20__14-04-29(1).JPG	1	
I10-C-2023-07-26__2020-11-20__14-04-29(2).JPG	1	
I10-C-2023-07-26__2020-11-20__14-04-30(3).JPG	1	
I10-C-2023-07-26__2020-11-20__14-28-35(1).JPG	1	
I10-C-2023-07-26__2020-11-20__14-28-36(2).JPG	1	
I10-C-2023-07-26__2020-11-20__14-28-36(3).JPG	1	
I10-C-2023-07-26__2020-11-20__15-31-24(1).JPG	1	
I10-C-2023-07-26__2020-11-20__15-31-25(2).JPG	1	
I10-C-2023-07-26__2020-11-20__15-31-26(3).JPG	1	
I10-C-2023-07-26__2020-11-21__14-24-03(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-11-21__14-24-04(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-11-21__14-24-05(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-11-22__10-44-54(1).JPG	1	
I10-C-2023-07-26__2020-11-22__10-44-55(2).JPG	1	
I10-C-2023-07-26__2020-11-22__10-44-56(3).JPG	1	
I10-C-2023-07-26__2020-11-22__11-14-08(1).JPG	1	
I10-C-2023-07-26__2020-11-22__11-14-09(2).JPG	1	
I10-C-2023-07-26__2020-11-22__11-14-10(3).JPG	1	
I10-C-2023-07-26__2020-11-22__11-27-50(1).JPG	1	
I10-C-2023-07-26__2020-11-22__11-27-50(2).JPG	1	
I10-C-2023-07-26__2020-11-22__11-27-51(3).JPG	1	
I10-C-2023-07-26__2020-11-22__13-10-36(1).JPG	1	
I10-C-2023-07-26__2020-11-22__13-10-37(2).JPG	1	
I10-C-2023-07-26__2020-11-22__13-10-38(3).JPG	1	
I10-C-2023-07-26__2020-11-22__13-21-54(1).JPG	1	
I10-C-2023-07-26__2020-11-22__13-21-55(2).JPG	1	
I10-C-2023-07-26__2020-11-22__13-21-56(3).JPG	1	
I10-C-2023-07-26__2020-11-22__13-29-47(1).JPG	1	
I10-C-2023-07-26__2020-11-22__13-29-48(2).JPG	1	
I10-C-2023-07-26__2020-11-22__13-29-49(3).JPG	1	
I10-C-2023-07-26__2020-11-22__13-50-29(1).JPG	1	
I10-C-2023-07-26__2020-11-22__13-50-30(2).JPG	1	
I10-C-2023-07-26__2020-11-22__13-50-31(3).JPG	1	
I10-C-2023-07-26__2020-11-22__13-51-42(1).JPG	1	
I10-C-2023-07-26__2020-11-22__13-51-43(2).JPG	1	
I10-C-2023-07-26__2020-11-22__13-51-43(3).JPG	1	
I10-C-2023-07-26__2020-11-22__14-00-00(1).JPG	1	
I10-C-2023-07-26__2020-11-22__14-00-01(2).JPG	1	
I10-C-2023-07-26__2020-11-22__14-00-02(3).JPG	1	
I10-C-2023-07-26__2020-11-22__14-00-57(4).JPG	1	
I10-C-2023-07-26__2020-11-22__14-00-58(5).JPG	1	
I10-C-2023-07-26__2020-11-22__14-00-59(6).JPG	1	
I10-C-2023-07-26__2020-11-22__14-05-29(1).JPG	1	
I10-C-2023-07-26__2020-11-22__14-05-30(2).JPG	1	
I10-C-2023-07-26__2020-11-22__14-05-30(3).JPG	1	
I10-C-2023-07-26__2020-11-23__09-37-19(1).JPG	1	
I10-C-2023-07-26__2020-11-23__09-37-20(2).JPG	1	
I10-C-2023-07-26__2020-11-23__09-37-21(3).JPG	1	
I10-C-2023-07-26__2020-11-23__10-25-43(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-25-44(2).JPG	1	
I10-C-2023-07-26__2020-11-23__10-25-45(3).JPG	1	
I10-C-2023-07-26__2020-11-23__10-35-23(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-35-24(2).JPG	0	
I10-C-2023-07-26__2020-11-23__10-35-25(3).JPG	1	
I10-C-2023-07-26__2020-11-23__10-37-49(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-37-50(2).JPG	1	
I10-C-2023-07-26__2020-11-23__10-37-51(3).JPG	1	
I10-C-2023-07-26__2020-11-23__10-45-59(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-46-00(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-46-01(2).JPG	1	
I10-C-2023-07-26__2020-11-23__10-49-23(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-49-24(2).JPG	1	
I10-C-2023-07-26__2020-11-23__10-49-25(3).JPG	1	
I10-C-2023-07-26__2020-11-23__10-51-43(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-51-44(2).JPG	1	
I10-C-2023-07-26__2020-11-23__10-51-45(3).JPG	1	
I10-C-2023-07-26__2020-11-23__10-53-15(1).JPG	1	
I10-C-2023-07-26__2020-11-23__10-53-16(2).JPG	1	
I10-C-2023-07-26__2020-11-23__10-53-17(3).JPG	1	
I10-C-2023-07-26__2020-11-23__11-17-55(1).JPG	1	
I10-C-2023-07-26__2020-11-23__11-17-55(2).JPG	1	
I10-C-2023-07-26__2020-11-23__11-17-56(3).JPG	1	
I10-C-2023-07-26__2020-11-23__11-54-39(1).JPG	1	
I10-C-2023-07-26__2020-11-23__11-54-40(2).JPG	1	
I10-C-2023-07-26__2020-11-23__11-54-41(3).JPG	1	
I10-C-2023-07-26__2020-11-23__12-43-54(1).JPG	1	
I10-C-2023-07-26__2020-11-23__12-43-55(2).JPG	1	
I10-C-2023-07-26__2020-11-23__12-43-56(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-17-22(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-17-23(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-17-24(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-18-40(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-18-41(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-18-42(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-20-06(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-20-07(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-20-08(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-28-45(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-28-46(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-28-47(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-33-02(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-33-03(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-33-04(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-36-22(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-36-23(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-36-24(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-37-25(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-37-26(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-37-27(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-52-42(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-52-43(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-52-44(3).JPG	1	
I10-C-2023-07-26__2020-11-23__13-54-06(1).JPG	1	
I10-C-2023-07-26__2020-11-23__13-54-07(2).JPG	1	
I10-C-2023-07-26__2020-11-23__13-54-08(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-08-59(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-09-00(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-09-01(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-10-09(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-10-10(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-10-11(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-11-52(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-11-53(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-11-53(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-14-34(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-14-35(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-14-36(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-18-14(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-18-14(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-18-15(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-20-43(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-20-44(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-20-45(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-31-02(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-31-03(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-31-04(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-32-20(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-32-21(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-32-22(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-40-27(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-40-28(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-40-29(3).JPG	1	
I10-C-2023-07-26__2020-11-23__14-47-39(1).JPG	1	
I10-C-2023-07-26__2020-11-23__14-47-40(2).JPG	1	
I10-C-2023-07-26__2020-11-23__14-47-41(3).JPG	1	
I10-C-2023-07-26__2020-11-23__15-19-25(1).JPG	1	
I10-C-2023-07-26__2020-11-23__15-19-26(2).JPG	1	
I10-C-2023-07-26__2020-11-23__15-19-27(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-05-57(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-05-58(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-05-59(3).JPG	0	
I10-C-2023-07-26__2020-11-24__09-09-12(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-09-13(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-09-14(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-15-51(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-15-52(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-15-53(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-18-24(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-18-25(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-18-26(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-19-56(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-19-57(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-19-58(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-23-26(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-23-27(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-23-28(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-25-21(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-25-22(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-25-23(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-27-37(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-27-38(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-27-39(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-34-57(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-34-58(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-34-58(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-47-03(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-47-04(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-47-05(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-48-05(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-48-06(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-48-07(3).JPG	1	
I10-C-2023-07-26__2020-11-24__09-57-52(1).JPG	1	
I10-C-2023-07-26__2020-11-24__09-57-53(2).JPG	1	
I10-C-2023-07-26__2020-11-24__09-57-54(3).JPG	1	
I10-C-2023-07-26__2020-11-24__10-00-57(1).JPG	1	
